municipality,vintage,entity_type,modified_local_assessed_value,equalized_valuation_incl_util_rr,local_total_rate,equalization_ratio,full_value_rate_official,rank,source
Plymouth,2022,town,496059143.0,831408057.0,31.44,59.9,18.78,204,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Plymouth,2023,town,739935570.0,805439178.0,24.38,92.2,22.42,222,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Plymouth,2024,town,747740068.0,935554262.0,25.12,80.2,20.09,207,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Portsmouth,2019,city,6170543376.0,6784387454.0,14.86,91.9,13.43,37,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Portsmouth,2020,city,6329596965.0,7194930723.0,14.7,88.9,12.83,35,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Portsmouth,2021,city,6425834917.0,8166077195.0,15.03,79.5,11.73,51,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Portsmouth,2022,city,6524594579.0,9336287605.0,15.2,70.6,10.65,54,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Portsmouth,2023,city,6611423932.0,10118760813.0,16.13,66.0,10.56,56,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Portsmouth,2024,city,10137278797.0,10657151131.0,11.18,96.0,10.64,54,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Randolph,2019,town,71499816.0,72086669.0,14.8,101.6,14.5,47,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Randolph,2020,town,73316897.0,78514813.0,15.1,94.7,13.87,47,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Randolph,2021,town,77342820.0,93079431.0,15.46,84.2,12.58,61,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Randolph,2022,town,78101878.0,117543442.0,16.92,67.2,11.2,64,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Randolph,2023,town,76159651.0,131981424.0,19.54,58.1,11.18,59,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Randolph,2024,town,137554191.0,128044516.0,11.14,108.1,11.93,73,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Raymond,2019,town,954638228.0,1192260746.0,26.59,80.1,20.97,123,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Raymond,2020,town,969196894.0,1275739744.0,26.2,76.0,19.6,113,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Raymond,2021,town,1330345509.0,1432571817.0,18.51,92.9,16.96,126,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Raymond,2022,town,1362273789.0,1714174647.0,18.29,79.5,14.34,113,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Raymond,2023,town,1371590153.0,1954460865.0,20.72,70.2,14.34,105,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Raymond,2024,town,1379910566.0,2072596187.0,21.91,66.6,14.39,116,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Richmond,2019,town,101083354.0,109449935.0,24.19,92.3,22.22,142,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Richmond,2020,town,107618539.0,124755313.0,23.71,86.2,20.26,125,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Richmond,2021,town,108868284.0,139606588.0,23.45,77.9,18.13,161,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Richmond,2022,town,171493744.0,180257553.0,14.74,95.1,13.95,107,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Richmond,2023,town,172930754.0,203509965.0,14.69,84.9,12.39,75,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Richmond,2024,town,173033425.0,225732093.0,17.86,76.6,13.61,98,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Rindge,2019,town,557397684.0,699949144.0,27.76,79.7,21.56,130,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Rindge,2020,town,702330670.0,766328505.0,22.45,91.7,20.15,122,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Rindge,2021,town,713449721.0,934332997.0,22.65,76.4,16.94,125,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Rindge,2022,town,737055840.0,1152021544.0,23.03,64.0,14.46,117,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Rindge,2023,town,756396301.0,1286916998.0,25.04,58.8,14.45,107,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Rindge,2024,town,773508251.0,1402337575.0,25.31,55.2,13.83,105,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Rochester,2019,city,2724627077.0,2799860390.0,24.9,99.0,23.54,167,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Rochester,2020,city,2852160415.0,3131368173.0,24.61,92.4,21.76,156,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Rochester,2021,city,2890951889.0,3993154782.0,24.65,73.5,17.31,133,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Rochester,2022,city,2916536002.0,4798203119.0,25.28,61.7,15.12,135,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Rochester,2023,city,2937529199.0,5046028819.0,25.74,59.1,14.71,115,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Rochester,2024,city,5323486993.0,5546851049.0,14.85,97.4,13.92,106,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Rollinsford,2019,town,296506401.0,328393844.0,22.61,90.3,20.31,116,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Rollinsford,2020,town,287981501.0,345768582.0,24.68,83.8,20.46,132,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Rollinsford,2021,town,293496951.0,399032581.0,24.38,74.0,17.84,151,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Rollinsford,2022,town,474013212.0,475231972.0,14.87,100.5,14.9,129,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Rollinsford,2023,town,477871399.0,522962765.0,15.38,91.8,14.09,103,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Rollinsford,2024,town,492099849.0,592380518.0,16.41,83.4,13.66,100,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Roxbury,2019,town,24549554.0,27075016.0,25.28,102.8,22.8,155,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Roxbury,2020,town,24902314.0,27718112.0,25.37,101.6,22.63,170,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Roxbury,2021,town,24852742.0,30365333.0,26.04,92.5,21.18,207,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Roxbury,2022,town,24838842.0,36713847.0,24.13,77.1,18.55,199,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Roxbury,2023,town,24579562.0,39753710.0,27.52,69.5,19.07,206,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Roxbury,2024,town,43482235.0,46895117.0,15.64,105.2,16.4,169,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Rumney,2019,town,197319432.0,207141801.0,22.94,95.4,21.69,132,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Rumney,2020,town,196736066.0,231450004.0,23.94,85.1,20.22,124,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Rumney,2021,town,200266649.0,328420109.0,23.84,61.0,14.43,77,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Rumney,2022,town,201381430.0,347602622.0,23.0,58.0,13.27,88,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Rumney,2023,town,201063680.0,345247557.0,23.88,58.3,13.83,95,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Rumney,2024,town,375092027.0,376956683.0,14.44,99.6,14.32,115,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Rye,2019,town,2160877300.0,2536438251.0,10.22,85.3,8.68,17,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Rye,2020,town,2193333600.0,2734874775.0,10.22,80.3,8.17,13,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Rye,2021,town,2208227800.0,3199642143.0,10.22,69.1,7.03,16,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Rye,2022,town,3248659300.0,3827393251.0,6.98,85.0,5.92,15,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Rye,2023,town,3267571900.0,4912360545.0,8.03,66.6,5.34,12,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Rye,2024,town,3291887400.0,4640972889.0,8.66,71.0,6.14,15,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Salem,2019,town,4609602481.0,5758775055.0,21.98,80.1,17.49,70,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Salem,2020,town,4699305127.0,6021392429.0,22.02,78.1,17.07,72,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Salem,2021,town,6482231810.0,6871735418.0,15.98,94.4,15.0,81,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Salem,2022,town,6543395718.0,7985891331.0,16.05,82.0,13.08,83,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Salem,2023,town,6593214998.0,8502565562.0,16.96,77.6,13.07,84,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Salem,2024,town,6686561702.0,9345870174.0,17.6,71.6,12.51,82,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Salisbury,2019,town,151123465.0,174084412.0,23.14,88.0,19.77,104,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Salisbury,2020,town,150628173.0,176485725.0,24.6,86.5,20.72,138,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Salisbury,2021,town,154331044.0,223968186.0,23.75,69.8,16.16,104,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Salisbury,2022,town,245036543.0,261376209.0,15.96,95.0,15.04,132,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Salisbury,2023,town,250886107.0,266140690.0,16.2,95.8,15.37,138,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Salisbury,2024,town,252982952.0,316286564.0,16.21,81.2,13.04,89,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Sanbornton,2019,town,530893265.0,547089540.0,19.22,97.2,18.59,86,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Sanbornton,2020,town,533205102.0,589352746.0,20.18,90.6,18.19,89,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Sanbornton,2021,town,535708122.0,747013568.0,18.38,71.8,13.14,65,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Sanbornton,2022,town,536154798.0,917571428.0,19.87,58.5,11.59,69,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Sanbornton,2023,town,956191397.0,993429653.0,12.04,96.4,11.58,65,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Sanbornton,2024,town,966069841.0,1068992908.0,12.81,90.5,11.57,67,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Sandown,2019,town,672840480.0,773362993.0,26.96,87.0,23.11,161,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Sandown,2020,town,681492870.0,857200947.0,27.66,79.5,21.71,155,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Sandown,2021,town,688489880.0,1000671084.0,28.98,68.8,19.69,184,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Sandown,2022,town,701922639.0,1165940982.0,28.37,60.2,16.88,178,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Sandown,2023,town,1148731070.0,1215576010.0,20.9,94.5,19.58,211,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Sandown,2024,town,1166194000.0,1359179103.0,17.72,85.8,15.05,136,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Sandwich,2019,town,445469605.0,455266261.0,14.23,98.0,13.86,41,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Sandwich,2020,town,447957191.0,503937120.0,14.47,89.0,12.81,34,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Sandwich,2021,town,452569382.0,600795507.0,14.47,75.4,10.85,43,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Sandwich,2022,town,455674124.0,748784448.0,14.41,60.9,8.75,38,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Sandwich,2023,town,457432988.0,835513259.0,15.42,54.8,8.42,29,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Sandwich,2024,town,816061391.0,847387369.0,9.05,96.4,8.7,38,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Sargent's Purchase,2019,unincorporated,1888530.0,2183272.0,0.0,86.5,0.0,N/A,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Sargent's Purchase,2020,unincorporated,1888530.0,2168232.0,0.0,87.1,0.0,N/A,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Sargent's Purchase,2021,unincorporated,1888530.0,2264424.0,0.0,83.4,0.0,N/A,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Sargent's Purchase,2022,unincorporated,1888530.0,2648710.0,0.0,71.3,0.0,N/A,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Sargent's Purchase,2023,unincorporated,2461220.0,2328496.0,0.0,105.7,0.0,N/A,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Sargent's Purchase,2024,unincorporated,2461220.0,4074868.0,0.0,60.4,0.0,N/A,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Seabrook,2019,town,2765266650.0,3005723286.0,15.75,92.0,13.61,39,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Seabrook,2020,town,2762837150.0,3097349207.0,15.97,89.2,13.4,40,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Seabrook,2021,town,3310926800.0,3575513660.0,13.73,92.6,12.04,56,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Seabrook,2022,town,3627965500.0,4462439855.0,13.25,81.3,10.28,51,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Seabrook,2023,town,3515260900.0,4718469374.0,15.09,74.5,10.69,57,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Seabrook,2024,town,4623544662.0,5177539871.0,11.72,89.3,9.97,50,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Second College Grant,2019,unincorporated,1404232.0,1532212.0,0.0,86.5,0.0,N/A,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Second College Grant,2020,unincorporated,1387570.0,1598650.0,0.0,87.1,0.0,N/A,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Second College Grant,2021,unincorporated,1557508.0,1823706.0,0.0,83.4,0.0,N/A,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Second College Grant,2022,unincorporated,1407854.0,1829986.0,0.0,71.3,0.0,N/A,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Second College Grant,2023,unincorporated,1746630.0,1697371.0,0.0,105.7,0.0,N/A,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Second College Grant,2024,unincorporated,1811563.0,2362016.0,0.0,60.4,0.0,N/A,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Sharon,2019,town,55603218.0,54220065.0,22.12,102.6,22.66,153,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Sharon,2020,town,57517691.0,58074505.0,22.6,99.0,22.34,167,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Sharon,2021,town,57926860.0,64923499.0,22.35,89.1,19.9,188,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Sharon,2022,town,58559517.0,79484240.0,23.21,73.5,17.08,183,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Sharon,2023,town,58998077.0,85453222.0,23.27,69.0,16.05,154,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Sharon,2024,town,105655908.0,109575016.0,15.36,96.4,14.8,127,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Shelburne,2019,town,78679336.0,72185265.0,15.44,110.0,16.04,55,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Shelburne,2020,town,82891877.0,81975606.0,15.74,101.9,15.2,59,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Shelburne,2021,town,87600481.0,88607689.0,16.25,99.7,15.54,91,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Shelburne,2022,town,92076907.0,117593003.0,15.28,78.8,11.73,71,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Shelburne,2023,town,84038590.0,121427608.0,17.61,69.6,11.94,70,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Shelburne,2024,town,79966237.0,123075206.0,18.95,65.3,12.11,74,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Somersworth,2019,city,1072392754.0,1104489258.0,27.28,97.6,26.33,196,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Somersworth,2020,city,1097637502.0,1245262272.0,27.85,88.6,24.39,194,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Somersworth,2021,city,1121792195.0,1477860573.0,27.53,76.3,20.77,203,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Somersworth,2022,city,1140108548.0,1715260861.0,28.09,66.6,18.6,200,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Somersworth,2023,city,1151442051.0,2138045717.0,29.3,54.1,15.76,146,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Somersworth,2024,city,1928557480.0,2041702976.0,18.7,95.0,17.67,187,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
South Hampton,2019,town,170647498.0,173048136.0,17.85,98.6,17.32,68,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
South Hampton,2020,town,171060087.0,177440178.0,18.99,96.4,18.04,88,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
South Hampton,2021,town,172784190.0,205143414.0,19.93,84.2,16.56,118,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
South Hampton,2022,town,175461271.0,248446076.0,19.86,70.6,13.85,102,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
South Hampton,2023,town,269450223.0,252797369.0,13.8,106.6,14.6,112,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
South Hampton,2024,town,270767721.0,296171082.0,13.8,91.4,12.52,83,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Springfield,2019,town,209877588.0,228723540.0,21.99,91.9,20.07,107,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Springfield,2020,town,237139471.0,239871849.0,19.58,99.0,19.27,108,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Springfield,2021,town,239846936.0,307669763.0,19.83,78.0,15.39,90,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Springfield,2022,town,242070488.0,364303980.0,20.54,66.5,13.62,93,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Springfield,2023,town,246849268.0,376699000.0,23.27,65.6,15.19,131,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Springfield,2024,town,248534662.0,410501440.0,23.66,60.6,14.27,113,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Stark,2019,town,76792216.0,77949264.0,18.07,99.6,17.36,69,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Stark,2020,town,77684947.0,84286996.0,18.0,93.1,16.15,63,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Stark,2021,town,77532993.0,90353644.0,19.92,86.7,16.75,122,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Stark,2022,town,80145577.0,148713370.0,16.36,54.3,8.74,37,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Stark,2023,town,76129379.0,159693240.0,20.72,48.0,9.81,46,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Stark,2024,town,157611198.0,198733325.0,10.86,79.7,8.55,35,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Stewartstown,2019,town,109759414.0,114254372.0,23.58,96.1,22.25,144,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Stewartstown,2020,town,110112642.0,120974730.0,23.62,91.0,21.14,146,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Stewartstown,2021,town,111314311.0,146242253.0,23.87,76.0,17.88,153,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Stewartstown,2022,town,112015211.0,191130340.0,24.36,58.5,14.13,112,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Stewartstown,2023,town,205525306.0,202556065.0,14.68,101.5,14.79,118,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Stewartstown,2024,town,204044347.0,240089339.0,15.98,84.9,13.48,97,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Stoddard,2019,town,293377810.0,304330945.0,15.1,96.4,14.48,46,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Stoddard,2020,town,294772010.0,320044731.0,16.41,92.1,15.04,58,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Stoddard,2021,town,297665750.0,395610538.0,16.57,75.2,12.41,59,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Stoddard,2022,town,303601070.0,447724022.0,16.33,67.8,11.03,61,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Stoddard,2023,town,305472110.0,505647996.0,16.98,60.4,10.19,51,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Stoddard,2024,town,462126040.0,497940366.0,11.76,92.8,10.84,55,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Strafford,2019,town,486299912.0,633104739.0,23.47,76.8,17.98,76,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Strafford,2020,town,493880100.0,662863727.0,25.65,74.5,19.06,103,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Strafford,2021,town,704578000.0,774917326.0,18.46,90.9,16.75,122,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Strafford,2022,town,725024400.0,1044103406.0,17.13,69.4,11.86,73,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Strafford,2023,town,725873900.0,1081693128.0,18.64,67.1,12.47,77,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Strafford,2024,town,730295100.0,1187282863.0,19.76,61.5,12.12,75,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Stratford,2019,town,76552940.0,86110748.0,25.74,89.4,22.04,137,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Stratford,2020,town,77729067.0,88626557.0,26.93,88.2,22.72,173,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Stratford,2021,town,101408522.0,106550561.0,19.28,95.7,17.8,148,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Stratford,2022,town,105598522.0,157247476.0,19.16,67.2,12.65,79,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Stratford,2023,town,106290898.0,204300031.0,19.11,52.1,9.75,44,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Stratford,2024,town,99382126.0,185388711.0,28.51,53.8,15.06,137,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Stratham,2019,town,1554473230.0,1576544944.0,18.63,98.6,18.28,81,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Stratham,2020,town,1595929954.0,1672875786.0,18.95,95.4,17.98,87,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Stratham,2021,town,1620796769.0,1981353871.0,18.52,81.8,15.06,82,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Stratham,2022,town,1627034595.0,2314357069.0,18.71,70.3,13.09,84,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Stratham,2023,town,1615334637.0,2425412215.0,20.91,66.6,13.85,96,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Stratham,2024,town,2575591486.0,2725468772.0,13.12,94.5,12.35,76,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Success,2019,unincorporated,12189520.0,14617082.0,7.37,86.5,6.14,9,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Success,2020,unincorporated,12145227.0,14605510.0,6.73,87.1,5.59,7,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Success,2021,unincorporated,12345648.0,15534238.0,6.07,83.4,4.81,9,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Success,2022,unincorporated,12158396.0,18029863.0,4.48,71.3,3.21,5,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Success,2023,unincorporated,15255993.0,15233231.0,4.56,105.7,4.8,10,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Success,2024,unincorporated,15455791.0,24996359.0,0.0,60.4,0.0,N/A,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Sugar Hill,2019,town,163260383.0,170215201.0,20.07,95.9,19.2,99,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Sugar Hill,2020,town,164818357.0,178737979.0,21.58,92.2,19.85,117,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Sugar Hill,2021,town,166497979.0,274427854.0,22.05,60.6,13.35,66,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Sugar Hill,2022,town,167739818.0,295792109.0,20.52,56.7,11.62,70,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Sugar Hill,2023,town,170318917.0,353993196.0,22.76,48.1,10.93,58,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Sugar Hill,2024,town,328252684.0,331562211.0,11.49,99.0,11.35,63,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Sullivan,2019,town,61764198.0,63917243.0,22.25,96.6,21.3,128,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Sullivan,2020,town,63639901.0,64947240.0,26.26,98.0,25.47,206,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Sullivan,2021,town,64533669.0,81332949.0,23.49,79.2,18.44,164,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Sullivan,2022,town,66091958.0,88438102.0,26.42,74.7,19.56,211,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Sullivan,2023,town,66486476.0,94534890.0,32.8,70.3,22.85,224,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Sullivan,2024,town,119312090.0,120875105.0,18.09,98.7,17.75,188,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Sunapee,2019,town,1247623517.0,1490567633.0,15.93,83.7,13.31,36,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Sunapee,2020,town,1452173388.0,1493989042.0,13.84,97.2,13.42,41,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Sunapee,2021,town,1472902842.0,1897921083.0,13.63,77.6,10.55,39,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Sunapee,2022,town,1481458412.0,2693315574.0,13.99,55.0,7.68,27,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Sunapee,2023,town,2397214362.0,2561085562.0,9.68,93.6,9.04,37,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Sunapee,2024,town,2419382716.0,2932501794.0,10.01,82.5,8.24,31,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Surry,2019,town,82603585.0,90631569.0,28.92,93.1,26.28,195,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
Surry,2020,town,84940557.0,98340544.0,28.42,88.2,24.47,196,2020-comparison-of-full-value-tax-rates-ranking-order.pdf
Surry,2021,town,85873997.0,118704310.0,24.52,74.6,17.67,145,2021-comparison-of-full-value-tax-rates-ranking-order.pdf
Surry,2022,town,136160545.0,128202408.0,16.06,109.5,17.54,192,2022-comparison-of-full-value-tax-rates-ranking-order.pdf
Surry,2023,town,137558413.0,140313973.0,16.02,100.2,16.0,151,2023-comparison-of-full-value-tax-rates-ranking-order.pdf
Surry,2024,town,138863072.0,163850800.0,16.82,86.5,14.5,117,2024-comparison-of-full-value-tax-rates-ranking-order.pdf
Sutton,2019,town,260615209.0,326916115.0,30.09,79.7,23.9,172,2019-comparison-of-full-value-tax-rates-ranking-order.pdf
